idade_cliente,regiao_cliente,tempo_cliente_meses,valor_pedido,quantidade_itens,valor_desconto,parcelas_pagamento,tempo_entrega_dias,atraso_entrega_dias,valor_frete,tentativas_entrega,contatos_atendimento,tempo_resolucao_dias,nps,numero_reclamacoes
48,Centro-Oeste,31,294.92,4,5.7,11,12,6,51.43,1,4,6,0.0,9
25,Norte,86,726.5,3,4.18,10,12,2,28.34,1,0,10,4.6,3
57,Norte,39,109.86,5,2.44,2,14,1,31.83,1,7,0,3.2,9
41,Sul,5,382.78,5,10.93,5,8,1,35.44,2,1,9,7.1,2
37,Centro-Oeste,81,65.83,4,19.8,6,7,6,43.82,1,1,5,0.0,4
32,Norte,46,150.41,6,0.05,10,6,3,24.36,1,0,3,3.8,4
47,Sudeste,2,468.18,5,31.94,8,5,3,47.9,3,2,5,5.5,5
37,Sul,103,176.28,2,24.27,9,8,1,52.02,3,4,7,3.4,7
55,Norte,64,385.0,4,34.14,1,10,4,34.33,3,1,8,1.5,4
19,Nordeste,107,204.35,5,8.31,9,13,4,42.04,2,0,9,2.3,4
23,Norte,71,113.8,3,18.72,9,6,2,20.23,2,2,3,3.1,4
59,Sudeste,24,221.73,5,8.0,1,8,4,47.6,2,2,0,3.2,5
35,Centro-Oeste,44,629.15,2,41.01,11,5,3,28.9,1,5,8,0.0,8
53,Sul,51,660.23,2,6.6,11,6,1,21.48,3,2,2,6.8,3
31,Sudeste,25,284.2,1,36.51,4,13,1,58.6,2,1,8,8.1,3
43,Sudeste,19,224.28,1,18.44,5,9,1,26.18,3,2,1,4.8,4
51,Nordeste,6,430.01,4,11.03,9,9,1,42.71,1,2,2,4.3,4
47,Sudeste,88,323.9,6,7.55,6,12,4,46.86,1,1,10,1.2,5
24,Nordeste,17,167.06,2,46.01,6,6,3,17.57,1,0,9,7.2,1
47,Sudeste,104,424.64,1,43.43,1,10,3,32.97,2,0,2,6.0,1
35,Norte,14,199.86,6,35.78,8,3,4,32.52,3,0,4,4.1,3
39,Sul,97,22.06,5,41.75,4,8,3,31.92,1,1,7,3.8,5
34,Centro-Oeste,71,286.19,6,0.06,5,5,2,49.0,1,2,11,3.4,4
48,Nordeste,20,588.82,3,207.47,10,10,1,49.12,3,1,0,6.9,2
34,Centro-Oeste,81,402.73,2,43.73,10,3,0,26.84,2,0,8,9.2,1
48,Sul,75,193.75,3,45.01,9,13,2,45.8,2,3,8,2.2,6
30,Nordeste,72,486.17,2,83.69,10,5,5,52.08,2,2,1,0.6,7
44,Sudeste,78,320.42,4,15.74,11,6,2,35.84,2,0,1,10.0,2
37,Nordeste,35,174.4,1,8.98,1,3,3,29.27,2,0,6,2.8,2
34,Centro-Oeste,20,587.17,3,58.73,7,9,0,36.98,3,0,8,10.0,1
46,Sul,34,212.21,2,4.0,8,7,1,21.95,2,1,0,7.3,2
56,Sudeste,52,28.27,3,30.59,4,13,3,37.13,3,0,10,1.9,3
52,Norte,17,140.96,3,6.84,6,13,1,25.31,3,0,6,8.8,1
25,Sudeste,82,544.2,5,7.48,7,9,3,43.64,1,2,0,4.7,4
60,Sudeste,98,872.85,5,12.55,3,9,3,52.29,1,1,0,3.4,3
55,Norte,92,403.89,6,25.48,10,13,1,29.91,1,4,1,4.6,7
32,Sudeste,83,129.27,3,34.51,2,6,1,59.01,1,0,5,6.8,1
67,Sudeste,87,713.9,3,77.99,3,6,0,44.64,3,1,10,5.9,2
18,Centro-Oeste,70,45.74,3,3.66,10,2,2,44.48,1,2,10,3.1,4
50,Norte,5,140.82,3,35.93,9,8,1,34.74,2,2,2,2.7,5
20,Nordeste,95,278.25,6,55.3,7,8,4,54.16,3,1,11,4.4,3
56,Sudeste,71,216.93,1,105.78,2,7,5,50.06,1,1,3,1.5,6
55,Sudeste,8,136.63,6,10.21,10,13,7,39.27,1,2,7,0.7,6
65,Centro-Oeste,62,755.2,1,3.38,11,2,2,50.84,3,3,2,9.2,5
32,Sudeste,63,509.31,5,5.98,4,9,2,24.15,2,2,10,3.6,5
59,Centro-Oeste,5,425.59,6,73.58,8,2,1,41.8,1,1,0,2.9,8
35,Centro-Oeste,98,666.94,3,6.9,5,9,2,33.55,1,2,10,6.3,3
55,Sudeste,52,221.74,1,22.1,3,8,3,51.03,2,1,4,4.1,3
48,Sudeste,78,186.89,3,3.19,5,10,2,47.83,1,0,9,4.0,5
37,Sudeste,30,627.83,1,89.05,6,6,3,49.16,3,1,8,6.2,3
24,Norte,110,446.74,4,66.49,1,8,2,42.94,1,0,9,5.8,4
54,Sul,62,367.95,2,42.89,6,12,5,28.55,1,3,11,0.0,6
44,Sul,74,277.61,5,12.96,8,3,2,49.48,1,0,6,6.7,1
25,Centro-Oeste,96,113.02,3,0.16,4,10,2,21.68,3,1,9,3.9,3
31,Norte,14,396.86,5,21.37,10,8,1,28.29,3,0,2,6.5,1
67,Norte,74,283.75,6,96.8,10,2,1,52.08,2,1,11,3.0,4
32,Nordeste,55,155.43,1,21.94,9,14,2,20.3,1,2,9,5.0,5
24,Nordeste,11,128.93,5,23.99,1,3,3,39.89,2,0,8,4.1,2
50,Sul,27,373.87,2,39.49,2,10,1,45.59,1,2,6,4.7,4
69,Norte,3,197.86,4,30.33,5,3,5,37.07,2,0,8,2.6,4
51,Sudeste,46,432.25,3,23.32,7,13,0,58.99,1,1,4,7.3,1
21,Centro-Oeste,12,297.25,2,3.48,5,5,1,45.63,2,1,10,6.1,6
18,Nordeste,109,969.8,5,0.36,10,14,1,43.69,3,2,2,6.2,3
58,Sudeste,78,73.27,6,95.71,10,8,4,32.88,2,3,3,1.6,6
31,Centro-Oeste,117,143.96,6,30.38,11,4,2,35.67,1,1,2,7.4,3
48,Norte,13,481.95,2,19.57,7,6,3,43.74,1,0,11,3.9,4
55,Nordeste,108,339.6,3,3.83,7,9,1,34.93,2,1,9,4.7,3
67,Nordeste,37,325.44,4,22.24,7,14,2,24.01,2,3,3,5.7,5
37,Sul,5,358.02,6,5.03,9,14,0,48.01,1,0,6,9.4,4
20,Nordeste,56,208.86,2,35.08,3,9,2,31.3,1,0,3,0.1,2
52,Norte,63,745.4,5,136.81,2,10,3,53.78,3,0,11,4.9,4
63,Sul,24,572.71,1,45.7,6,11,2,35.3,3,3,3,0.8,7
50,Centro-Oeste,47,516.65,4,1.33,4,9,3,26.85,1,4,11,0.0,8
32,Nordeste,117,561.91,5,53.76,7,4,2,36.97,3,1,4,7.2,3
20,Sul,32,112.32,3,9.94,1,13,0,27.56,1,3,10,5.0,4
45,Norte,37,584.88,4,37.6,10,2,3,50.13,2,1,1,5.7,3
44,Norte,6,190.61,3,0.42,7,14,3,28.18,3,2,8,2.9,5
64,Sudeste,57,200.1,1,109.8,1,9,5,44.12,1,1,2,0.0,3
64,Sul,110,576.64,4,1.5,2,2,7,30.6,2,0,10,0.9,2
50,Centro-Oeste,16,307.56,2,7.94,8,5,2,34.88,1,1,3,4.9,3
36,Norte,96,912.65,1,6.72,11,4,5,40.62,3,5,0,0.0,8
50,Norte,71,254.14,6,69.59,7,4,1,55.49,3,0,9,6.5,3
48,Sudeste,41,957.71,5,19.6,9,2,1,30.54,1,1,7,8.2,4
21,Sul,72,214.86,3,14.55,2,11,2,42.34,1,1,8,3.2,5
49,Centro-Oeste,4,414.68,6,35.68,6,7,3,31.31,2,0,4,5.2,2
59,Nordeste,32,221.34,1,47.42,1,12,2,28.51,1,1,5,5.6,3
45,Sudeste,60,621.41,5,66.09,3,4,3,46.54,3,3,10,0.0,6
33,Norte,51,214.33,5,70.78,2,3,1,47.78,3,1,1,9.0,3
66,Nordeste,25,335.86,6,7.82,5,8,3,38.42,1,1,3,4.0,5
60,Sul,8,411.19,6,50.45,6,7,1,29.23,2,1,8,4.9,3
45,Sudeste,93,107.12,2,20.84,11,8,2,28.99,3,1,0,5.6,3
32,Centro-Oeste,76,787.12,6,98.23,10,10,1,31.21,2,1,5,5.8,4
65,Norte,20,90.67,5,10.92,4,11,0,39.18,3,3,1,5.4,4
39,Norte,108,457.63,5,29.86,9,4,3,46.68,1,3,6,0.7,5
48,Centro-Oeste,36,581.52,2,12.67,3,12,0,36.44,2,1,7,6.6,3
38,Norte,72,450.17,3,41.27,5,3,1,30.13,3,2,4,8.3,5
49,Nordeste,105,297.92,1,4.48,7,4,1,27.89,3,1,11,4.4,5
24,Sul,56,360.68,3,12.87,3,13,2,35.39,3,1,9,6.3,2
50,Norte,22,285.35,6,54.68,7,10,1,37.26,1,1,3,8.6,5
25,Sudeste,37,683.67,5,7.12,4,3,3,37.46,1,1,7,2.5,7
31,Nordeste,57,326.43,2,26.4,5,7,3,45.24,3,0,1,6.9,4
42,Sudeste,87,366.1,1,55.57,5,12,2,60.69,1,1,4,5.4,4
49,Sul,59,440.98,6,26.29,9,4,1,15.56,2,2,8,3.3,5
45,Sul,19,881.11,4,1.13,4,13,5,16.81,1,0,5,3.0,2
19,Norte,69,104.17,2,68.96,2,10,1,39.26,1,2,7,4.8,5
34,Norte,26,450.67,3,32.51,6,11,0,35.8,2,0,11,8.3,2
44,Norte,100,267.66,1,76.87,10,5,3,59.97,2,1,7,5.6,3
19,Nordeste,115,345.05,5,26.5,6,14,4,50.46,1,1,6,2.5,6
25,Sudeste,57,293.61,3,47.72,11,12,1,44.57,3,1,9,4.1,6
55,Centro-Oeste,65,519.47,4,7.37,3,7,2,42.04,3,1,1,5.1,4
37,Nordeste,9,154.25,2,20.45,8,2,1,49.57,3,0,10,6.3,3
66,Centro-Oeste,33,479.08,4,4.23,2,14,2,55.71,2,4,9,3.1,8
54,Centro-Oeste,31,142.18,3,7.23,2,6,2,41.98,1,0,1,6.5,2
38,Centro-Oeste,66,37.84,2,74.94,9,10,3,37.44,3,5,0,1.3,11
43,Norte,79,676.82,4,3.68,11,12,6,43.59,3,1,0,1.7,5
48,Centro-Oeste,62,692.96,1,23.98,9,10,3,3.43,3,1,5,3.1,5
37,Sudeste,53,259.08,3,75.25,1,4,1,50.81,3,2,3,5.7,7
23,Norte,80,1915.89,4,37.4,2,8,3,39.64,2,2,1,4.1,5
67,Sudeste,15,340.13,5,4.8,2,7,0,21.06,3,1,4,8.2,5
32,Sul,15,361.59,2,23.33,3,12,4,38.25,2,3,6,2.8,6
18,Sudeste,31,319.65,3,90.21,11,11,1,47.59,1,2,2,4.0,4
43,Centro-Oeste,46,246.95,2,23.17,8,8,1,18.45,2,3,9,0.1,5
46,Sul,92,474.16,2,12.03,2,9,1,37.59,3,5,9,1.6,8
19,Centro-Oeste,4,198.26,4,19.24,11,6,5,37.36,2,2,7,0.0,4
39,Nordeste,27,1246.46,3,50.38,8,2,3,42.95,1,1,10,2.7,6
46,Centro-Oeste,17,348.5,5,16.48,9,8,1,32.81,1,1,11,7.2,3
26,Sul,24,313.93,4,33.75,5,12,3,53.5,1,1,4,2.8,4
58,Centro-Oeste,111,1037.66,6,9.09,3,13,1,37.71,1,3,7,4.6,6
38,Sul,2,1003.78,6,8.75,7,13,1,20.2,3,3,3,2.2,5
49,Nordeste,104,234.6,4,69.5,5,12,3,22.56,1,2,8,0.0,7
49,Centro-Oeste,117,128.64,1,2.96,6,7,0,45.96,1,1,0,9.5,3
64,Sul,18,351.23,6,138.72,7,3,0,36.76,3,2,11,5.6,3
61,Sul,67,479.87,3,26.22,2,2,2,39.5,2,1,0,6.3,4
57,Sul,48,222.5,3,48.65,6,9,5,48.83,2,6,3,0.0,10
43,Sul,113,277.63,2,29.58,4,8,0,39.39,3,0,3,8.0,0
65,Centro-Oeste,67,313.59,2,62.78,10,7,4,55.04,3,2,9,0.3,4
30,Norte,64,781.84,2,31.86,8,2,1,34.44,1,2,4,10.0,3
20,Sudeste,2,165.13,2,9.41,4,11,6,29.83,3,3,6,0.0,7
49,Sul,113,1022.48,2,11.18,6,6,1,50.58,1,0,6,5.2,3
50,Norte,100,90.48,6,18.36,9,14,2,52.33,1,1,7,2.9,4
50,Centro-Oeste,21,916.97,1,55.2,8,3,1,43.57,1,0,11,5.0,2
59,Nordeste,37,43.03,6,9.33,9,10,2,33.01,1,3,2,8.0,4
59,Sul,71,254.47,5,8.47,2,13,4,21.93,2,4,2,0.0,6
30,Norte,88,96.59,4,0.86,7,6,1,20.04,2,1,1,3.3,4
60,Norte,87,294.96,5,31.05,11,2,1,20.47,2,1,8,3.9,3
23,Nordeste,4,504.76,1,5.16,6,14,4,51.09,1,2,3,0.0,5
21,Norte,46,262.34,6,2.51,11,11,4,41.05,2,2,3,3.0,8
55,Norte,2,696.22,3,111.88,6,14,1,40.51,1,2,3,3.0,6
23,Sudeste,106,286.17,5,4.5,2,7,2,33.71,2,1,6,5.5,4
68,Centro-Oeste,108,318.46,4,57.31,2,5,4,17.35,3,3,5,0.0,6
20,Nordeste,1,802.7,2,27.14,8,10,3,42.35,2,1,5,1.5,4
44,Sul,119,289.32,5,0.59,11,11,0,65.26,2,0,5,10.0,0
57,Sudeste,86,252.04,6,20.34,7,4,5,36.92,3,2,6,1.5,5
37,Sul,47,147.41,4,68.04,8,4,2,19.83,2,1,3,4.6,3
35,Sudeste,99,372.07,3,102.71,3,8,3,48.48,1,5,8,2.8,7
37,Norte,42,133.12,5,17.22,10,3,0,47.17,1,1,1,8.4,3
47,Nordeste,13,538.64,6,34.79,5,4,4,47.44,3,0,0,4.4,2
27,Sudeste,20,600.53,5,7.27,7,10,5,31.03,1,0,7,5.8,3
69,Norte,78,178.72,5,47.03,4,9,1,26.82,3,3,2,5.3,8
40,Sudeste,70,242.19,3,4.28,10,13,3,52.39,2,2,8,0.0,5
64,Centro-Oeste,42,207.79,2,7.54,1,6,4,39.99,2,0,0,7.0,1
20,Nordeste,63,480.86,6,78.88,5,9,1,53.38,2,3,7,2.9,6
69,Centro-Oeste,84,526.69,1,0.11,11,14,2,30.87,2,2,10,4.0,5
67,Sul,30,201.89,1,28.45,4,7,0,26.2,3,1,10,10.0,1
26,Centro-Oeste,82,282.08,3,28.8,8,4,4,35.88,1,2,10,1.9,5
66,Norte,1,180.06,2,14.57,1,12,4,46.81,1,0,8,4.6,3
36,Sul,74,347.39,4,69.59,10,14,1,50.03,2,0,4,10.0,1
53,Sul,64,336.22,1,12.01,6,6,0,57.32,1,0,10,8.5,2
57,Sul,97,473.06,6,2.08,7,7,3,36.13,1,0,0,2.2,3
44,Nordeste,14,493.21,4,75.05,7,2,3,23.87,1,0,3,5.2,4
59,Sul,116,357.75,4,11.4,4,5,1,44.72,2,2,4,5.7,6
45,Centro-Oeste,26,683.05,3,4.17,4,5,3,5.95,2,1,7,2.4,6
60,Sul,62,414.12,2,20.7,2,12,1,41.65,3,2,10,3.2,5
68,Nordeste,11,639.88,4,73.96,4,9,2,44.13,3,4,10,0.0,8
25,Sudeste,37,427.0,2,18.75,1,12,3,37.03,1,2,3,0.9,5
59,Nordeste,28,182.5,3,64.83,2,6,3,43.46,1,2,6,4.4,4
65,Nordeste,103,338.61,3,40.24,3,9,3,26.41,1,4,7,0.0,7
25,Centro-Oeste,3,357.82,3,23.43,4,5,2,39.02,2,2,11,4.0,5
35,Sudeste,49,273.16,3,11.66,7,4,2,45.19,3,1,4,6.1,2
38,Norte,73,973.75,6,14.22,10,3,4,22.49,2,1,1,4.7,4
63,Sul,32,106.57,3,8.71,6,5,2,66.44,3,2,8,2.1,5
30,Sul,117,520.24,2,31.98,8,3,3,18.01,3,4,0,4.2,10
44,Centro-Oeste,17,317.4,2,34.87,2,14,0,34.84,1,1,8,6.9,1
64,Norte,34,340.75,2,17.28,3,2,5,33.78,3,1,3,0.0,3
57,Sudeste,119,991.18,3,35.39,2,7,2,33.73,2,0,6,3.3,4
33,Nordeste,47,395.12,3,141.22,11,10,2,48.55,3,1,6,3.3,4
57,Sul,31,703.68,3,12.83,10,11,2,49.9,1,1,9,6.4,4
26,Sudeste,99,625.83,1,143.92,9,4,3,29.42,2,0,2,3.6,4
44,Centro-Oeste,9,273.49,5,5.72,9,9,2,31.93,1,1,3,4.8,5
34,Nordeste,66,165.88,3,19.29,5,11,3,41.46,3,0,9,7.8,3
20,Centro-Oeste,74,507.91,6,6.15,3,9,3,36.67,3,1,7,0.0,5
21,Nordeste,26,590.92,4,19.14,3,7,1,32.13,3,1,3,3.3,4
57,Nordeste,82,404.04,2,3.03,4,14,3,37.29,1,0,6,4.2,5
69,Sul,112,829.75,3,89.86,4,4,5,44.43,1,2,1,1.9,4
18,Centro-Oeste,113,127.93,1,20.8,9,14,3,27.08,2,2,0,5.6,5
31,Sudeste,95,817.01,2,30.9,6,3,0,49.14,3,2,1,5.6,4
25,Sudeste,16,292.71,1,1.89,1,13,3,39.35,1,2,2,7.2,3
24,Sul,26,135.14,6,0.43,9,14,0,46.39,1,4,10,4.7,6
47,Norte,76,93.2,6,10.29,6,3,3,46.24,2,1,4,4.2,3
42,Nordeste,105,249.4,4,19.76,3,14,3,12.01,2,1,3,2.8,4
56,Nordeste,73,233.09,5,5.39,6,9,3,51.56,2,4,5,0.0,6
33,Sudeste,55,569.36,2,1.09,9,7,1,21.15,1,0,11,10.0,1
28,Sudeste,55,455.69,3,36.24,8,12,3,25.01,2,4,9,0.0,7
42,Norte,30,538.87,2,2.64,1,8,5,60.65,3,1,6,2.4,3
50,Centro-Oeste,26,267.78,2,12.37,4,3,0,31.34,2,2,5,6.8,3
69,Norte,47,270.58,1,0.39,11,14,5,36.89,3,0,7,6.3,1
68,Centro-Oeste,102,626.65,5,0.66,1,5,1,23.72,3,0,0,9.5,2
65,Centro-Oeste,111,170.67,2,0.48,3,9,2,42.01,2,1,2,3.8,3
38,Sul,118,44.51,2,19.24,7,8,2,43.36,1,1,6,3.9,3
69,Sul,50,232.4,1,14.26,2,4,1,38.3,3,1,8,8.2,2
69,Centro-Oeste,58,95.55,2,0.71,1,3,1,36.32,1,2,2,5.2,6
27,Centro-Oeste,9,881.32,5,8.6,10,5,4,45.78,1,2,3,5.6,5
67,Centro-Oeste,43,874.09,3,4.7,7,2,0,30.5,1,1,8,5.5,2
26,Norte,73,374.93,3,54.23,1,7,5,37.95,1,1,11,1.7,6
18,Sul,99,132.19,5,23.5,3,7,2,38.18,2,2,9,2.5,6
51,Norte,11,198.35,2,24.65,6,11,4,48.14,2,1,7,3.5,3
48,Sul,66,399.94,3,12.48,7,4,0,32.3,1,2,0,4.0,3
38,Nordeste,94,337.17,4,4.47,2,10,1,56.28,3,3,4,4.3,5
41,Nordeste,101,187.27,2,10.62,5,6,2,37.77,1,1,9,3.3,4
36,Sudeste,115,437.82,2,37.85,8,6,3,55.64,3,0,3,4.7,2
65,Sul,42,325.39,2,23.91,4,4,0,31.52,1,0,11,6.0,1
38,Sul,112,697.48,3,25.55,6,14,2,16.68,1,2,11,0.6,4
42,Centro-Oeste,51,711.66,5,61.1,5,7,4,30.14,3,1,6,5.2,4
37,Sudeste,49,721.41,6,9.43,7,2,2,63.28,1,1,10,3.4,4
43,Nordeste,53,101.0,5,12.18,2,14,2,40.28,2,1,9,4.1,5
24,Nordeste,118,123.01,5,73.36,9,14,2,42.62,2,0,5,5.8,3
20,Norte,61,370.21,3,24.93,10,7,1,41.49,3,2,2,8.9,5
57,Nordeste,90,122.34,4,44.0,6,6,2,25.19,2,1,6,6.1,3
65,Norte,57,540.55,2,22.89,9,9,1,48.24,3,1,7,4.3,3
25,Norte,105,240.45,2,48.0,4,14,1,37.37,3,0,6,5.5,5
47,Norte,76,1183.03,2,13.32,2,4,3,25.1,3,1,1,2.7,4
28,Nordeste,42,140.84,2,78.2,11,5,1,38.3,3,3,0,7.3,6
25,Sul,23,338.87,3,12.58,8,13,2,20.36,2,1,2,4.6,3
54,Centro-Oeste,33,237.49,4,58.24,7,13,3,50.09,3,2,9,3.5,5
34,Centro-Oeste,111,393.63,5,24.65,9,5,4,43.96,3,2,0,3.2,8
25,Norte,39,1013.75,1,47.75,10,8,2,14.48,1,1,1,6.3,2
64,Sul,58,587.45,4,100.47,7,14,3,30.05,1,1,1,4.6,4
61,Sudeste,38,447.5,5,24.81,6,7,2,44.85,3,2,4,4.9,5
47,Nordeste,18,463.71,3,9.89,4,5,0,17.21,3,1,7,5.9,3
60,Nordeste,89,461.83,2,14.02,7,6,3,29.26,1,6,4,0.0,8
60,Centro-Oeste,97,470.16,6,40.43,11,10,3,54.07,1,1,0,5.8,5
33,Norte,108,802.93,1,7.01,8,7,1,30.57,2,2,3,6.9,5
21,Sul,94,376.56,4,32.82,9,12,0,25.85,2,0,11,8.8,0
38,Sul,50,755.61,1,10.68,9,3,2,37.91,2,3,11,0.0,5
67,Nordeste,40,201.55,4,7.05,11,7,1,34.9,1,0,0,6.1,3
51,Sul,75,429.31,4,50.38,6,12,1,40.03,1,1,11,5.0,3
57,Sul,119,234.33,4,2.0,7,9,4,17.68,3,1,3,6.8,4
52,Nordeste,70,70.01,1,29.14,11,12,0,44.01,2,2,4,6.8,3
30,Sul,106,34.27,5,0.98,2,14,1,28.06,3,1,10,5.6,3
60,Sul,74,511.22,6,12.99,11,8,1,47.68,2,0,10,6.2,1
44,Centro-Oeste,67,237.97,4,8.39,6,14,3,30.49,2,1,2,6.2,5
25,Nordeste,58,288.81,4,29.89,6,9,0,44.0,1,2,5,5.0,4
58,Norte,46,88.14,5,32.4,1,14,1,37.58,1,4,9,4.4,8
59,Norte,92,797.77,1,27.19,6,9,4,44.07,1,0,1,3.9,3
46,Centro-Oeste,104,151.8,5,17.69,6,3,0,51.33,2,3,0,6.4,5
33,Nordeste,46,439.41,4,0.95,2,2,1,16.95,3,3,11,4.3,6
60,Centro-Oeste,99,670.5,5,14.19,7,12,4,27.37,3,2,1,0.0,4
63,Norte,66,545.98,5,18.22,2,2,2,42.4,3,2,8,6.4,3
22,Nordeste,17,629.21,3,4.53,7,8,4,41.62,2,2,1,4.1,4
54,Nordeste,68,1060.85,6,9.41,6,7,1,40.87,3,3,1,7.9,5
57,Centro-Oeste,41,302.19,2,5.25,5,6,3,55.06,1,1,2,3.0,3
57,Nordeste,116,149.04,3,5.27,10,11,0,24.78,2,0,11,5.5,2
59,Nordeste,59,578.24,4,17.71,11,5,0,35.58,3,3,8,6.6,5
27,Sul,99,107.11,1,52.64,2,10,3,44.49,1,1,7,6.1,3
32,Norte,112,572.3,4,21.25,8,10,4,36.76,2,2,2,3.9,5
38,Sudeste,11,344.19,4,113.73,5,10,1,56.66,1,3,11,2.0,7
51,Centro-Oeste,53,409.77,6,8.23,3,5,5,43.93,2,1,10,0.2,3
39,Sul,35,544.91,1,17.71,8,11,5,60.58,3,4,6,0.0,9
39,Nordeste,6,355.75,5,26.1,8,11,4,33.54,3,0,3,3.3,5
26,Sudeste,3,255.95,4,58.47,5,12,2,38.37,3,1,4,4.2,4
43,Nordeste,41,984.67,1,9.23,9,7,2,47.73,3,1,9,1.8,6
30,Sudeste,115,446.05,1,8.72,5,13,3,10.23,3,2,2,3.4,5
35,Centro-Oeste,11,615.64,4,8.66,4,3,2,26.44,3,1,11,1.6,3
18,Centro-Oeste,84,279.65,6,15.36,8,8,3,19.07,1,0,3,4.9,3
40,Nordeste,49,253.74,4,16.22,6,12,5,24.61,3,1,11,2.4,3
50,Norte,70,839.51,3,7.81,9,10,1,33.86,1,0,9,5.4,3
64,Nordeste,61,981.65,2,11.46,8,8,2,33.33,3,2,2,5.4,4
48,Sudeste,13,522.52,5,22.67,10,4,1,23.65,3,0,0,10.0,2
38,Sul,1,555.58,6,11.69,10,11,1,41.86,1,0,10,0.2,4
40,Norte,25,140.08,3,34.02,6,9,3,46.82,3,2,9,0.4,4
33,Sudeste,82,393.87,6,88.01,3,12,4,42.82,2,0,5,3.7,2
44,Norte,48,206.81,4,53.71,3,7,1,33.61,3,3,11,2.4,7
54,Norte,20,496.11,6,101.13,9,11,6,29.64,1,2,4,2.1,5
55,Centro-Oeste,95,579.14,1,42.46,9,6,1,30.62,2,2,8,7.7,4
69,Norte,93,683.92,1,11.75,11,5,1,46.89,2,1,2,5.4,7
31,Centro-Oeste,60,366.07,6,14.83,3,3,3,33.67,2,3,10,1.3,6
54,Sul,70,193.66,2,145.81,7,11,2,43.48,3,1,3,4.7,3
64,Norte,3,1204.83,6,0.94,10,4,3,25.72,2,1,3,4.2,4
24,Sul,89,1235.83,6,44.18,8,12,2,56.66,3,1,3,8.8,4
29,Nordeste,102,297.68,4,55.26,7,12,2,55.3,2,1,4,2.2,3
45,Norte,26,144.9,2,31.47,9,13,2,30.39,1,1,11,5.8,4
20,Norte,6,809.01,6,30.3,3,14,3,45.6,1,1,7,5.2,4
39,Sudeste,62,143.57,5,75.76,6,2,2,52.09,2,1,11,2.6,4
68,Nordeste,81,319.77,2,130.87,2,12,4,20.62,2,3,11,2.1,5
38,Norte,32,584.26,4,197.07,11,3,3,30.05,2,0,0,6.0,2
46,Nordeste,95,203.81,6,27.65,7,5,2,26.61,2,0,3,4.9,4
37,Nordeste,52,409.61,3,2.29,4,9,1,20.85,3,2,1,6.3,4
20,Centro-Oeste,80,445.99,4,1.42,9,6,4,37.85,3,2,6,2.6,4
44,Norte,3,296.05,5,29.13,11,2,3,36.82,3,1,7,5.6,3
38,Sudeste,52,486.84,5,25.31,3,11,2,51.33,3,2,0,5.5,5
58,Sul,2,138.61,1,34.09,1,7,3,39.34,3,1,8,4.1,6
50,Norte,10,345.45,5,37.84,3,12,2,32.45,1,2,3,6.5,5
47,Centro-Oeste,52,189.76,3,107.58,2,4,1,32.21,2,1,0,5.3,5
65,Nordeste,50,372.11,6,17.22,10,13,3,51.74,3,3,2,2.7,6
56,Norte,75,152.23,2,0.44,8,8,0,41.72,2,3,8,5.6,5
58,Sudeste,11,71.39,4,4.12,10,10,4,41.94,2,1,5,5.2,4
26,Sul,37,253.83,3,17.24,2,11,1,25.93,2,1,10,6.3,3
65,Centro-Oeste,8,357.25,4,4.83,10,12,2,41.41,3,3,11,1.7,6
55,Norte,68,384.16,1,25.68,3,2,0,53.81,1,1,8,7.8,3
40,Norte,34,289.92,1,33.73,10,12,3,26.19,3,1,0,4.5,4
40,Norte,62,298.61,2,10.01,11,7,1,38.65,1,2,10,7.0,3
18,Norte,5,276.35,4,1.92,4,10,2,38.63,1,1,2,5.1,6
38,Nordeste,19,258.63,4,23.2,10,12,0,37.57,2,2,9,7.2,2
49,Norte,78,829.68,3,29.03,8,13,2,47.23,1,0,4,7.3,1
62,Nordeste,112,470.04,6,72.19,2,9,1,34.2,1,1,8,5.6,3
43,Centro-Oeste,7,74.24,2,43.19,7,10,2,26.67,2,3,0,2.7,7
50,Centro-Oeste,15,512.44,3,80.42,5,3,0,23.19,2,1,0,10.0,3
26,Norte,58,339.9,5,29.12,6,10,2,32.35,3,3,11,3.0,7
34,Nordeste,50,197.48,4,44.93,2,3,1,5.74,1,3,3,5.2,6
23,Nordeste,86,274.53,2,24.22,7,6,3,27.5,3,0,2,4.9,3
63,Nordeste,16,825.63,4,19.12,2,5,3,33.98,2,1,10,5.3,3
24,Centro-Oeste,96,902.94,2,5.18,8,5,4,51.8,2,2,3,2.7,5
24,Centro-Oeste,32,479.61,3,40.16,4,5,5,40.34,2,2,2,1.8,6
54,Sul,38,722.01,3,20.33,4,5,2,43.57,1,1,4,3.6,5
22,Centro-Oeste,32,382.72,5,52.5,2,4,3,55.87,1,2,2,4.9,4
50,Sudeste,72,188.41,1,0.97,5,10,4,50.42,3,2,2,3.9,4
67,Norte,57,240.42,5,33.38,4,4,1,53.53,1,2,8,4.4,5
27,Norte,37,413.75,1,17.77,9,6,1,57.11,3,0,1,8.3,1
34,Centro-Oeste,107,264.22,5,19.4,7,7,4,43.66,1,3,2,0.9,7
57,Nordeste,59,378.62,5,23.11,11,12,2,42.5,2,3,4,2.6,7
45,Norte,32,769.77,4,2.71,5,11,3,56.6,3,4,1,0.0,7
